"","pathways","z-score","Z_p-value"
"313","REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",15.4318887925197,7.49273373917434e-54
"314","REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",15.5108991079911,0
"315","REACTOME_PD1_SIGNALING",41.2270745679035,0
"316","REACTOME_PEPTIDE_CHAIN_ELONGATION",0.485174806951572,0.319648991703504
"317","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",25.6049026113253,0
"318","REACTOME_PEROXISOMAL_LIPID_METABOLISM",18.5025540090392,0
"319","REACTOME_PHASE_1_FUNCTIONALIZATION",23.8729300774562,5.02295165738855e-126
"320","REACTOME_PHASE_1_FUNCTIONALIZATION_OF_COMPOUNDS",30.4277993017459,2.20030442226539e-203
"321","REACTOME_PHASE_II_CONJUGATION",32.7710209652939,1.45888392149651e-235
"322","REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS",35.8135221641426,0
"323","REACTOME_PI3K_CASCADE",33.7108291460575,0
"324","REACTOME_PLATELET_ACTIVATION",18.7048375416272,0
"325","REACTOME_PLATELET_ACTIVATION_TRIGGERS",18.7056147487208,3.56639151216417e-78
"326","REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION",20.9476593696475,0
"327","REACTOME_PLATELET_DEGRANULATION",24.5734163153421,0
"328","REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",11.7488188846149,0
"329","REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS",10.6703509964706,9.56570594403653e-27
"330","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",11.5655444994522,4.3461720123935e-31
"331","REACTOME_PURINE_METABOLISM",38.5397792322449,0
"332","REACTOME_PYRUVATE_METABOLISM",5.91186357060933,2.06532933008705e-09
"333","REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE",0.0656063598435759,0.473845612800969
"334","REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1",1.06077280978635,0.150314473565741
"335","REACTOME_REGULATION_OF_APC_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE",10.5273626523705,4.38079567600003e-26
"336","REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT",5.38993541910126,4.19594156744522e-08
"337","REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS",5.38993541910126,4.19594156744522e-08
"338","REACTOME_REGULATION_OF_INSULIN_SECRETION",12.5728092673011,2.13378186228093e-36
"339","REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE_1",0.359854050769013,0.364258434598103
"340","REACTOME_REV_MEDIATED_NUCLEAR_EXPORT_OF_HIV1_RNA",15.5502769325377,1.20715530876427e-54
"341","REACTOME_RHO_GTPASE_CYCLE",44.1380711243662,0
"342","REACTOME_RNA_POLYMERASE_I_III_AND_MITOCHONDRIAL_TRANSCRIPTION",14.3654094379314,0
"343","REACTOME_RNA_POLYMERASE_I_PROMOTER_CLEARANCE",14.3654094379314,0
"344","REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION",17.7147169022733,0
"345","REACTOME_S_PHASE",8.51268980853568,1.13594317491046e-17
"346","REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21",30.92578526135,5.04700098106897e-210
"347","REACTOME_SEMAPHORIN_INTERACTIONS",14.8551380666329,4.73933492397164e-50
"348","REACTOME_SEROTONIN_RECEPTORS",46.5443432193031,0
"349","REACTOME_SIGNALING_BY_PDGF",5.02510099074217,2.92236107712286e-07
"350","REACTOME_SIGNALING_BY_ROBO_RECEPTOR",6.19563640556741,3.60212499504383e-10
"351","REACTOME_SIGNALING_BY_WNT",19.4465256101152,2.51733851669161e-84
"352","REACTOME_SIGNALING_IN_IMMUNE_SYSTEM",32.5339420694831,0
"353","REACTOME_SIGNALLING_BY_NGF",16.0595362572093,0
"354","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",11.5361339727847,6.09716698789463e-31
"355","REACTOME_SMOOTH_MUSCLE_CONTRACTION",17.007158442176,0
"356","REACTOME_SNRNP_ASSEMBLY",39.5448560335177,0
"357","REACTOME_STEROID_METABOLISM",12.3298844139517,0
"358","REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",22.7935411126485,0
"359","REACTOME_SYNTHESIS_OF_DNA",2.40978179379078,0.0086140883835879
"360","REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL",11.7488188846149,0
"361","REACTOME_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS",11.7488188846149,0
"362","REACTOME_TCR_SIGNALING",15.8855542210022,0
"363","REACTOME_TELOMERE_MAINTENANCE",42.0720253430425,0
"364","REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS",26.215300535839,0
"365","REACTOME_TIGHT_JUNCTION_INTERACTIONS",61.5202757248113,0
"366","REACTOME_TOLL_LIKE_RECEPTOR_3_CASCADE",12.8361202876256,0
"367","REACTOME_TOLL_RECEPTOR_CASCADES",23.1280216952481,0
"368","REACTOME_TRAF6_MEDIATED_INDUCTION_OF_THE_ANTIVIRAL_CYTOKINE_IFN_ALPHA_BETA_CASCADE",5.07579976670548,2.24795523742949e-07
"369","REACTOME_TRANSCRIPTION",22.6092517398029,0
"370","REACTOME_TRANSCRIPTION_COUPLED_NER",6.01835343020911,1.08277835930168e-09
"371","REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME",19.246754653776,0
"372","REACTOME_TRANSLATION",0.485174806951572,0.319648991703504
"373","REACTOME_TRANSLATION_INITIATION_COMPLEX_FORMATION",27.9305562556449,1.0302677953938e-171
"374","REACTOME_TRANSLOCATION_OF_ZAP70_TO_IMMUNOLOGICAL_SYNAPSE",35.8135221641426,0
"375","REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES",27.510202941985,1.17449861688286e-166
"376","REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",27.6532759394866,2.27955798626769e-168
"377","REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRON_CONTAINING_TRANSCRIPT",19.5138073585148,6.79330812644168e-85
"378","REACTOME_TRKA_SIGNALLING_FROM_THE_PLASMA_MEMBRANE",1.44385280978504,0.0793912129269258
"379","REACTOME_TRNA_AMINOACYLATION",20.5431575711115,7.24474255130558e-94
"380","REACTOME_VIRAL_MRNA_TRANSLATION",0.485174806951572,0.319648991703504
"381","REACTOME_XENOBIOTICS",32.1189437700267,2.28436258952788e-226
